tiempo,x,y,z,qx,qy,qz,qw
0.0,0.413,0.362,0.217,0.284,0.634,-0.261,0.67
1.5270438024802129,0.411856,0.361792,0.237176,0.284,0.634,-0.261,0.67
3.0540876049604258,0.409128,0.361296,0.285288,0.284,0.634,-0.261,0.67
4.581131407440639,0.405872,0.36070399999999997,0.342712,0.284,0.634,-0.261,0.67
6.1081752099208515,0.403144,0.360208,0.390824,0.284,0.634,-0.261,0.67
7.635219012401064,0.402,0.36,0.411,0.284,0.634,-0.261,0.67
