tiempo,x,y,z,qx,qy,qz,qw
0.0,0.351,-0.411,0.045,0.248,0.65,-0.299,0.654
1.5704966765792063,0.35152,-0.40954399999999996,0.06632,0.248,0.65,-0.299,0.654
3.1409933531584127,0.35275999999999996,-0.406072,0.11716000000000003,0.248,0.65,-0.299,0.654
4.711490029737619,0.35424,-0.401928,0.17784000000000005,0.248,0.65,-0.299,0.654
6.281986706316825,0.35547999999999996,-0.39845600000000003,0.22868000000000005,0.248,0.65,-0.299,0.654
7.852483382896032,0.356,-0.397,0.25,0.248,0.65,-0.299,0.654
