tiempo,x,y,z,qx,qy,qz,qw
0.0,0.356,-0.397,0.25,0.248,0.65,-0.299,0.654
0.40550049824435747,0.35547999999999996,-0.39845600000000003,0.22868,0.248,0.65,-0.299,0.654
0.8110009964887149,0.35424,-0.401928,0.17784,0.248,0.65,-0.299,0.654
1.2165014947330723,0.35275999999999996,-0.406072,0.11715999999999996,0.248,0.65,-0.299,0.654
1.6220019929774299,0.35152,-0.40954399999999996,0.06632000000000002,0.248,0.65,-0.299,0.654
2.0275024912217874,0.351,-0.411,0.044999999999999984,0.248,0.65,-0.299,0.654
